0.409359	0.407732	0.398497	0.407064	0.401265	0.396398	0.409596	0.408839	0.401587	0.40052	0.391126	0.402076	0.40005	0.408436	0.394088	0.403052	0.398596	0.406541	0.405174	0.404168	0.396081	0.406465	0.399193	0.405257	0.398265	0.390353	0.404619	0.396544	0.402979	0.399903	0.399363	0.402337	0.397635	0.407861	0.399401	0.4089	0.394259	0.398998	0.407739	0.405846	0.409518	0.408865	0.397921	0.399568	0.407301	0.40201	0.39262	0.395897	0.39855	0.407794	0.390065	0.404632	0.404259	0.399258	0.399888	0.392524	0.399611	0.394507	0.399067	0.392589	0.404409	0.408431	0.404927	0.392044	
0.406292	0.394328	0.390944	0.390551	0.403326	0.408683	0.406396	0.402844	0.407548	0.394318	0.392412	0.404849	0.406328	0.395032	0.390746	0.394878	0.392826	0.39081	0.409509	0.407085	0.400068	0.399398	0.409609	0.409679	0.403904	0.398676	0.392269	0.398314	0.397107	0.407195	0.400358	0.393399	0.391523	0.401302	0.393949	0.404849	0.399985	0.390346	0.397693	0.397533	0.394664	0.400105	0.392382	0.390991	0.405137	0.393128	0.395869	0.407963	0.393938	0.395378	0.405048	0.404007	0.404776	0.404656	0.403686	0.39868	0.393333	0.405954	0.406994	0.40044	0.40315	0.397351	0.403838	0.404673	
0.408654	0.407788	0.399522	0.398639	0.408133	0.407215	0.406172	0.392797	0.39732	0.408554	0.393788	0.392457	0.391682	0.399657	0.39042	0.39562	0.405035	0.405467	0.409627	0.399811	0.400124	0.403313	0.408492	0.403456	0.399267	0.405485	0.393896	0.392417	0.392837	0.407734	0.40709	0.39149	0.405521	0.396612	0.400129	0.403655	0.393827	0.396301	0.406451	0.401147	0.394855	0.39024	0.403604	0.396537	0.399897	0.404024	0.402158	0.394932	0.399491	0.401785	0.404743	0.409614	0.395097	0.403235	0.40307	0.404364	0.39872	0.406966	0.406781	0.401557	0.4047	0.40387	0.403047	0.400221	
0.390482	0.393176	0.393876	0.394309	0.399477	0.390327	0.405456	0.404332	0.390567	0.39906	0.390869	0.400463	0.393083	0.403027	0.405396	0.402574	0.394812	0.400139	0.402188	0.399909	0.393374	0.395259	0.394273	0.402094	0.392225	0.391054	0.393651	0.406925	0.404924	0.406698	0.397146	0.405406	0.409873	0.401022	0.409715	0.39935	0.401349	0.405171	0.393682	0.401916	0.394231	0.394552	0.392379	0.397315	0.407579	0.407775	0.409889	0.392391	0.397914	0.402077	0.4023	0.401288	0.407336	0.406573	0.393382	0.409561	0.407627	0.397032	0.406486	0.402551	0.39373	0.393631	0.397957	0.393603	
0.404653	0.397673	0.402954	0.396002	0.392844	0.406636	0.407917	0.397076	0.391188	0.390296	0.40439	0.408767	0.408071	0.40428	0.391158	0.395985	0.396357	0.403457	0.407272	0.393693	0.40003	0.390654	0.393254	0.397656	0.397686	0.40974	0.390207	0.401416	0.393371	0.398165	0.405019	0.408024	0.405838	0.397973	0.394026	0.408682	0.394609	0.391943	0.395758	0.395797	0.392239	0.390148	0.394564	0.39031	0.404428	0.395722	0.396295	0.390785	0.409179	0.393567	0.394478	0.399209	0.394221	0.397732	0.406865	0.401907	0.397472	0.407072	0.393323	0.400843	0.395237	0.408342	0.398867	0.391075	
0.396315	0.402892	0.409757	0.400924	0.404835	0.395514	0.406721	0.407074	0.395662	0.391286	0.407384	0.39009	0.397007	0.393679	0.390875	0.396186	0.397246	0.395352	0.405395	0.401466	0.403084	0.40226	0.393373	0.390556	0.399332	0.396696	0.401399	0.404569	0.395038	0.390266	0.405643	0.401353	0.403158	0.4054	0.392278	0.397994	0.390914	0.408999	0.395068	0.396576	0.390285	0.392452	0.396666	0.397292	0.396131	0.397541	0.403478	0.403377	0.402893	0.398873	0.394843	0.395978	0.391133	0.398217	0.396534	0.400465	0.404913	0.407933	0.395033	0.409951	0.408199	0.390677	0.401304	0.401358	
0.406076	0.403582	0.409351	0.40699	0.402582	0.394419	0.393567	0.402866	0.396871	0.400233	0.390159	0.403003	0.407774	0.403637	0.39638	0.400667	0.39251	0.401223	0.406645	0.393643	0.40944	0.393179	0.404107	0.404352	0.391113	0.409141	0.404303	0.409312	0.409817	0.395607	0.40067	0.405894	0.409189	0.400022	0.402884	0.401771	0.404441	0.406451	0.394637	0.391312	0.396684	0.394796	0.404315	0.394458	0.408433	0.390694	0.405126	0.390943	0.401917	0.401771	0.394586	0.401357	0.40495	0.408693	0.395709	0.406063	0.407834	0.390012	0.405375	0.407651	0.395619	0.396046	0.403545	0.394808	
0.406067	0.396429	0.406579	0.400508	0.392879	0.391217	0.40182	0.399563	0.396013	0.396135	0.404022	0.394446	0.396829	0.399147	0.395389	0.408747	0.390918	0.399976	0.400104	0.405868	0.398669	0.405813	0.401931	0.396503	0.405824	0.397307	0.394154	0.391443	0.403353	0.407699	0.396252	0.39942	0.394127	0.392831	0.409928	0.397007	0.394048	0.401748	0.40657	0.400061	0.407884	0.400592	0.404507	0.394713	0.409739	0.409896	0.39346	0.390657	0.399872	0.403563	0.406525	0.408541	0.399376	0.398457	0.395044	0.3952	0.405764	0.399198	0.396644	0.399116	0.396897	0.402896	0.408536	0.401024	
0.405727	0.408464	0.408031	0.409775	0.400212	0.404602	0.399836	0.398096	0.395194	0.394343	0.402809	0.394933	0.39424	0.406269	0.39559	0.404112	0.399832	0.392115	0.402653	0.409208	0.400571	0.407697	0.394408	0.396335	0.396895	0.401052	0.405451	0.403791	0.393947	0.403987	0.394816	0.409674	0.402451	0.392847	0.409449	0.392664	0.407448	0.399285	0.40076	0.392642	0.403629	0.393568	0.397575	0.407868	0.409837	0.403164	0.40198	0.399669	0.405279	0.394633	0.398877	0.395851	0.392329	0.403285	0.402186	0.399224	0.394337	0.397637	0.393015	0.398284	0.391624	0.397831	0.397958	0.404075	
0.400678	0.397408	0.406739	0.398126	0.406693	0.397498	0.400768	0.400322	0.401067	0.408343	0.39819	0.400904	0.401507	0.39017	0.390573	0.396786	0.394803	0.39945	0.402637	0.397132	0.392735	0.394822	0.406356	0.397071	0.402459	0.409371	0.405355	0.404083	0.397202	0.393313	0.398158	0.40788	0.400721	0.394897	0.396006	0.397414	0.402395	0.406774	0.407735	0.393462	0.405117	0.395925	0.404365	0.396624	0.396096	0.404938	0.40341	0.400898	0.394388	0.396046	0.408031	0.397123	0.400869	0.404387	0.404194	0.393328	0.403758	0.399549	0.407411	0.39096	0.402862	0.395569	0.40884	0.393583	
